arxiv_id,date,thread,thread_name,category,flagged_math_GM,published_journal_ref,title,authors,url
2501.14545,2025-01-24,F,General RH / critical line / large values,math.NT,False,,Pair Correlation of Zeros of the Riemann Zeta Function I: Proportions of Simple Zeros and Critical Zeros,Siegfred Alan C. Baluyot; Daniel Alan Goldston; Ade Irma Suriajaya; Caroline L. Turnage-Butterbaugh,https://arxiv.org/abs/2501.14545
2501.10220,2025-01-17,F,General RH / critical line / large values,math.NT,False,,Murmurations and Sato-Tate Conjectures for High Rank Zetas of Elliptic Curves II: Beyond Riemann Hypothesis,Zhan Shi; Lin Weng,https://arxiv.org/abs/2501.10220
2412.00169,2024-11-29,F,General RH / critical line / large values,math.GM,True,,Investigation about a statement equivalent to Riemann Hypothesis (RH) applied to Dirichlet primitive L functions,Giovanni Lodone,https://arxiv.org/abs/2412.00169
2411.18492,2024-11-27,F,General RH / critical line / large values,math.NT,False,,The Epstein zeta-function contains a positive proportion of non-trivial zeros on the critical line,I. S. Rezvyakova,https://arxiv.org/abs/2411.18492
2411.05095,2024-11-07,F,General RH / critical line / large values,math.NT,False,,Fourier optimization and consequences of the generalized Riemann hypothesis,Emily Quesada-Herrera,https://arxiv.org/abs/2411.05095
2411.02232,2024-11-04,F,General RH / critical line / large values,math.CV,False,,Two-loop Loewner potentials,Yan Luo; Sid Maibach,https://arxiv.org/abs/2411.02232
2409.19790,2024-09-29,F,General RH / critical line / large values,cs.AI,False,,Analysis on Riemann Hypothesis with Cross Entropy Optimization and Reasoning,Kevin Li; Fulu Li,https://arxiv.org/abs/2409.19790
2408.13292,2024-08-23,F,General RH / critical line / large values,physics.gen-ph,False,,Proof of Riemann hypothesis by topological and analytical methods,Farhad Ghaboussi,https://arxiv.org/abs/2408.13292
2408.00187,2024-07-31,F,General RH / critical line / large values,math.NT,False,,A method for verifying the generalized Riemann hypothesis,Ghaith Hiary; Summer Ireland; Megan Kyi,https://arxiv.org/abs/2408.00187
2407.18859,2024-07-26,F,General RH / critical line / large values,math.NT,False,,A Tauberian characterization of the Riemann hypothesis through the floor function,Benoit Cloitre,https://arxiv.org/abs/2407.18859
2407.00060,2024-06-16,F,General RH / critical line / large values,math.GM,True,,Sandwiching the Riemann hypothesis,R. C. McPhedran,https://arxiv.org/abs/2407.00060
2405.18940,2024-05-29,F,General RH / critical line / large values,math.CA,False,,Brenke polynomials with real zeros and the Riemann Hypothesis,Antonio J. Durán,https://arxiv.org/abs/2405.18940
2405.05834,2024-05-09,F,General RH / critical line / large values,math.DS,False,,The Riemann hypothesis and dynamics of Backtracking New Q-Newton's method,Thuan Quang Tran; Tuyen Trung Truong,https://arxiv.org/abs/2405.05834
2404.19647,2024-04-30,F,General RH / critical line / large values,math.NT,False,,Character Sums and the Riemann Hypothesis,Brian Conrey,https://arxiv.org/abs/2404.19647
2404.06642,2024-04-09,F,General RH / critical line / large values,math.NT,False,,Modulus representation of the Riemann $ξ$ function and polynomial inequalities equivalent to the Riemann hypothesis,Wei Sun,https://arxiv.org/abs/2404.06642
2404.06306,2024-04-09,F,General RH / critical line / large values,math.GM,True,,Disproof of the Riemann Hypothesis,Dasheng Liu,https://arxiv.org/abs/2404.06306
2403.05347,2024-03-08,F,General RH / critical line / large values,math.GM,True,,Attempting to Prove the Riemann Hypothesis through the Reflection Formula,Farid Kenas,https://arxiv.org/abs/2403.05347
2401.07635,2024-01-15,F,General RH / critical line / large values,math.NT,False,,Riemann's hypothesis via Robin's Theorem,Dmitri Martila; Stefan Groote,https://arxiv.org/abs/2401.07635
2312.08011,2023-12-13,F,General RH / critical line / large values,math.NT,False,,Discrete $Ω$-results for the Riemann zeta function,Paolo Minelli; Athanasios Sourmelidis,https://arxiv.org/abs/2312.08011
2311.10285,2023-11-17,F,General RH / critical line / large values,math.NT,False,,Zeros of linear combinations of Dirichlet $L$-functions on the critical line,Jérémy Dousselin,https://arxiv.org/abs/2311.10285
2307.07272,2023-07-14,F,General RH / critical line / large values,math.NT,False,,Extreme values of the Dedekind zeta function on the critical line,Patrick Nyadjo Fonga,https://arxiv.org/abs/2307.07272
2307.06002,2023-07-12,F,General RH / critical line / large values,math.NT,False,,On off-critical zeros of lattice energies in the neighborhood of the Riemann zeta function,Laurent Bétermin; Ladislav Šamaj; Igor Travěnec,https://arxiv.org/abs/2307.06002
2307.02027,2023-07-05,F,General RH / critical line / large values,math.NT,False,,A probabilistic interpretation for central zeros of $L$-functions in the Selberg class,Takashi Nakamura; Masatoshi Suzuki,https://arxiv.org/abs/2307.02027
2307.01001,2023-07-03,F,General RH / critical line / large values,math.NT,False,,On the Zeta functions of supersingular isogeny graphs and modular curves,Antonio Lei; Katharina Müller,https://arxiv.org/abs/2307.01001
2303.10157,2023-03-16,F,General RH / critical line / large values,quant-ph,False,"Phys. Rev. A 108, 042404 (2023)",Identifying primes from entanglement dynamics,A. L. M. Southier; L. F. Santos; P. H. Souto Ribeiro; A. D. Ribeiro,https://arxiv.org/abs/2303.10157
2301.09053,2023-01-22,F,General RH / critical line / large values,math.NT,False,,Large values of the error term in the prime number theorem,Bryce Kerr,https://arxiv.org/abs/2301.09053
2212.12337,2022-12-02,F,General RH / critical line / large values,math.GM,True,Ann Math Phys 6(1): 075-082 (2023),Analyzing Riemann's hypothesis,Mercedes Orus-Lacort; Roman Orus; Christophe Jouis,https://arxiv.org/abs/2212.12337
2208.08421,2022-08-17,F,General RH / critical line / large values,math.NT,False,,A weighted one-level density of the non-trivial zeros of the Riemann zeta-function,Sandro Bettin; Alessandro Fazzari,https://arxiv.org/abs/2208.08421
2208.08121,2022-08-17,F,General RH / critical line / large values,cond-mat.stat-mech,False,"Physical Review E 107, 014209 (2023)",Scale free chaos in the confined Vicsek flocking model,R. González-Albaladejo; A. Carpio; L. L. Bonilla,https://arxiv.org/abs/2208.08121
2208.06141,2022-08-12,F,General RH / critical line / large values,math.NT,False,,New explicit bounds for Mertens function and the reciprocal of the Riemann zeta-function,Ethan S. Lee; Nicol Leong,https://arxiv.org/abs/2208.06141
2205.00811,2022-05-02,F,General RH / critical line / large values,math.GM,True,,100% of the zeros of $ζ(s)$ are on the critical line,Shekhar Suman,https://arxiv.org/abs/2205.00811
2203.16086,2022-03-30,F,General RH / critical line / large values,math.NT,False,,A note on the large values of $|ζ^{(\ell)}(1+{\rm i}t)|$,Zikang Dong; Bin Wei,https://arxiv.org/abs/2203.16086
2202.12126,2022-02-24,F,General RH / critical line / large values,math.NT,False,"Proc. Amer. Math. Soc. 151 (2023), 1855-1866",Zeros of derivatives of $L$-functions in the Selberg class on $\Re(s)<1/2$,Sneha Chaubey; Suraj Singh Khurana; Ade Irma Suriajaya,https://arxiv.org/abs/2202.12126
2110.09368,2021-10-18,F,General RH / critical line / large values,math.NT,False,,Interplay between critical and off-critical zeros of two-dimensional Epstein zeta functions,Laurent Bétermin; Ladislav Šamaj; Igor Travěnec,https://arxiv.org/abs/2110.09368
2110.03293,2021-10-07,F,General RH / critical line / large values,math.NT,False,,On the distribution of large values of $|ζ(1+{\rm i}t)|$,Zikang Dong,https://arxiv.org/abs/2110.03293
2110.03288,2021-10-07,F,General RH / critical line / large values,math.NT,False,,On the Distribution of large values of $|ζ(σ+{\rm i}t)|$,Zikang Dong,https://arxiv.org/abs/2110.03288
2106.06915,2021-06-13,F,General RH / critical line / large values,math.NT,False,,The inverse Riemann zeta function,Artur Kawalec,https://arxiv.org/abs/2106.06915
2106.03354,2021-06-07,F,General RH / critical line / large values,cs.LG,False,,AI without networks,Partha P Mitra; Clément Sire,https://arxiv.org/abs/2106.03354
2105.07422,2021-05-16,F,General RH / critical line / large values,math.NT,False,,Zeros of Dirichlet $L$-functions on the critical line,Keiju Sono,https://arxiv.org/abs/2105.07422
2104.07119,2021-04-14,F,General RH / critical line / large values,math.NT,False,,Multidimensional scaling and visualization of patterns in distribution of nontrivial zeros of the zeta-function,José Tenreiro Machado; Yuri Luchko,https://arxiv.org/abs/2104.07119
2103.05986,2021-03-10,F,General RH / critical line / large values,math.NT,False,,Explicit Interval Estimates for Prime Numbers,Michaela Cully-Hugill; Ethan S. Lee,https://arxiv.org/abs/2103.05986
2101.02771,2021-01-07,F,General RH / critical line / large values,math.NT,False,,Strong multiplicity one for the Selberg class,Michael Farmer,https://arxiv.org/abs/2101.02771
